total_checked,passed,rejected_game,rejected_time,rejected_friends,rejected_privacy,rejected_api,rate_limit_hits,target_dist,elapsed,pass_rate
3896,500,295,524,15,0,293,0,"{1245620: 117, 1091500: 177, 990080: 74, 1174180: 144, 271590: 268, 489830: 167, 292030: 285, 105600: 342, 413150: 190, 264710: 98, 332200: 3, 377160: 179, 275850: 149, 252490: 267, 534380: 63}",14428.0,12.83
